eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197005010007,1970,5,1,,0,,217,United States,1,North America,Illinois,Champaign,40.1142,-88.243499,1,0,,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Lincoln Square Mall in Champaign, Illinois, United States.  There were no casualties and the mall sustained only light damage.  The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Champaign business,Lincoln Square Mall,217,United States,,,,,,,,,,,,,,,,,Revolutionary Force 26,,,,,,Protest the treatment of African Americans in Champaign Illinois,0,,,0,-99,-99,1,9,Other,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,"A group calling itself the Revolutionary Force 26 indicated that they were the perpetrators behind the attacks in an editorial in the Daily Illini.  There were many protests and riots by the African American community of Champaign, after the shooting of Edgar Hoults.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Violence Continues in Illinois Cities,"" Washington Post, May 2, 1970.","Kerry L. Pimblott, ""The Struggle For Racial Equity In The Champaign County Criminal Justice System,"" Champaign Independent Media Center, February 2008.",Hewitt Project,0,0,0,0,
197005010008,1970,5,1,,0,,217,United States,1,North America,Illinois,Champaign,40.1142,-88.243499,1,0,,"5/1/1970: An organization calling itself Revolutionary Force 26 firebombed the Jos. Kuhn Company in Champaign, Illinois, United States.  There were no casualties and the clothing store sustained only light damage.  The incident occurred after the shooting of Edgar Hoults, an African American, by a Champaign Police Officer.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,1,Business,7,Retail/Grocery/Bakery,Champaign business,Jos. Kuhn Company,217,United States,,,,,,,,,,,,,,,,,Revolutionary Force 26,,,,,,Protest the treatment of African Americans in Champaign Illinois,0,,,0,-99,-99,1,9,Other,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,"A group calling itself the Revolutionary Force 26 indicated that they were the perpetrators behind the attacks in an editorial in the Daily Illini.  There were many protests and riots by the African American community of Champaign, after the shooting of Edgar Hoults.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Violence Continues in Illinois Cities,"" Washington Post, May 2, 1970.","Kerry L. Pimblott, ""The Struggle For Racial Equity In The Champaign County Criminal Justice System,"" Champaign Independent Media Center, February 2008.",Hewitt Project,0,0,0,0,
197005040001,1970,5,4,,0,,158,Paraguay,3,South America,Asuncion,Asuncion,-25.282773,-57.63561,1,0,,,1,1,1,0,,,0,1,0,1,Assassination,,,,,7,Government (Diplomatic),45,"Diplomatic Personnel (outside of embassy, consulate)",Israeli Govt,"Wife, 1st sec. Israli Emb + an employee (wounded)",97,Israel,,,,,,,,,,,,,,,,,Palestinians,,,,,,,0,,,0,2,,,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,1,,,1,,,0,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,0,1,1,
197005040002,1970,5,4,,0,,217,United States,1,North America,Maryland,Jennings,39.645039,-79.183128,1,0,,"5/4/1970: Unknown perpetrators firebombed a barbershop owned by a non-union member in Jennings, Maryland, United States.  There were no casualties but the shop was damaged.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,"Barbershop whose owner was not a union member in Jennings, Maryland",217,United States,,,,,,,,,,,,,,,,,Strikers,,,,,,Protest barbershop owners who were not part of the union,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,There was a previous fire at the barbershop in 1969.  The barbershop had been picketed by the local barber's union.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197005040003,1970,5,4,,0,,217,United States,1,North America,North Carolina,Chapel Hill,35.904912,-79.046913,1,0,,"5/4/1970: Unknown perpetrators detonated a plastic explosive at the R.O.T.C. office at the University of North Carolina, Chapel Hill, United States.  There were no casualties and it unknown whether the office sustained any damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,28,Military Recruiting Station/Academy,R.O.T.C.,"R.O.T.C. Office, University of North Carolina",217,United States,,,,,,,,,,,,,,,,,Student Radicals,,,,,,Protest the R.O.T.C. program,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Plastic explosive,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Behind The Drive To Destroy the R.O.T.C.,"" U.S. News & World Report, 6/29/1970.",,Hewitt Project,-9,-9,0,-9,
197005040004,1970,5,4,,0,,217,United States,1,North America,Oklahoma,Norman,35.22076,-97.446599,1,0,,"5/4/1970: Unknown perpetrators tossed bricks into the window of the Selective Service office in Norman, Oklahoma, United States.  The building was subsequently firebombed.  There were no casualties but it the building was damaged.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,"Selective Service office, Norman Oklahoma",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Bricks thrown at window and then firebombed,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197005040005,1970,5,4,,0,,217,United States,1,North America,Missouri,Maryville,40.347457,-94.872909,1,0,,"5/4/1970: Unknown perpetrators threw two Molotov cocktails into the motor vehicle compound of the Missouri National Guard in Maryville, Missouri, United States.  There were no casualties and it is unknown whether the compound sustained damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,35,Military Transportation/Vehicle (excluding convoys),Missouri National Guard,Vehicle compound of Missouri National Guard,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Two Molotov cocktails,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following President Nixon's announcement of troop movement into Cambodia.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197005050001,1970,5,5,,0,,499,East Germany (GDR),9,Eastern Europe,Berlin,Berlin,52.50153,13.401851,1,0,,,1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,7,Government (Diplomatic),46,Embassy/Consulate,,American-Haus,217,United States,,,,,,,,,,,,,,,,,Extraparliamentary Opposition (APO),,,,,,,0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0,,,0,,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,PGIS,1,1,1,1,
197005050002,1970,5,5,,0,,217,United States,1,North America,Idaho,Lewiston,46.404973,-117.009341,1,0,,"5/5/1970: Joe Schock, an ex-Marine who served in Vietnam, threw a gasoline firebomb into the National Guard Armory in Lewiston, Idaho, United States.  There were no casualties but twenty-nine military vehicles were destroyed, causing an estimated loss of $250,000.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,National Guard,"National Guard Armory, Lewiston Idaho",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the Vietnam War and the National Guard,0,,,0,1,1,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Gasoline firebomb tossed over fence,0,0,0,0,0,0,1,3,Minor (likely < $1 million),250000,Twenty-nine military jeeps and trucks destroyed,0,,,,,,,0,,,,,,,,,"Joe Schock was captured, but skipped on his bail and escaped to Canada.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Army's Rules Tightly Restrict 'Deadly Force' in Riot Situations,"" New York Times, May 6, 1970.","Jim Kershner, ""Carl Maxey: A Fighting Life,"" University of Washington Press, 2008.",Hewitt Project,-9,-9,0,-9,
197005050004,1970,5,5,,0,,217,United States,1,North America,Florida,Coral Gables,25.720851,-80.277857,1,0,University of Miami,"5/5/1970: Members of the Black Afro Militant Movement (BAMM) bombed the Computer Center at the University of Miami in Coral Gables, Florida, United States.  There were no casualties and it is unknown if the building sustained damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49,School/University/Educational Building,University of Miami,"Computer Center, University of Miami",217,United States,,,,,,,,,,,,,,,,,Black Afro Militant Movement,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Small explosive device,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,The Black Afro Militant Movement committed two other attacks in the Miami area during the same month 197005130004 and 197005200003),"""Final Report to the Grand Jury: B.A.M.M.,"" Eleventh Judicial Circuit Court of Florida, Dade County, November 9, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.","""Princeton Ends School For Year,"" Baltimore Sun, May 6, 1970.",Hewitt Project,0,0,0,0,
197005050005,1970,5,5,,0,,217,United States,1,North America,Florida,Orlando,28.538235,-81.377389,1,0,,"5/5/1970: Unknown perpetrators tossed a firebomb through the window of a Federal Office Building in Orlando, Florida, United States.  There were no casualties but an office in the Social Security Department was heavily damaged.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Federal Office Building,"Social Security Department, Veterans Administration and Selective Service offices of Orlando Florida.",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the United States government,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb tossed through a window,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Office heavily damaged,0,,,,,,,0,,,,,,,,,"In addition to the Social Security Department, the Federal Office Building also housed the Veterans Administration and Selective Service offices.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""U.S. Office is Bombed,"" New York Times, May 6, 1970.",,Hewitt Project,-9,-9,0,-9,
197005050006,1970,5,5,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Brooklyn,"5/5/1970: Unknown perpetrators detonated a bomb at the Sears, Roebuck & Company Department Store in Brooklyn, New York, United States.  Two women were injured in the blast and it is unknown if the store was damaged.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7,Retail/Grocery/Bakery,"Sears, Roebuck & Company","Sears, Roebuck & Company, Brooklyn New York",217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,Bomb believed to be hidden in a hand bag,0,0,0,2,2,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,The explosion did not create a fire.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""2 Injured By Bomb In Brooklyn Store,"" New York Times, May 5, 1970.",,Hewitt Project,-9,-9,0,-9,
197005060001,1970,5,6,,0,,217,United States,1,North America,California,Oakland,37.791927,-122.225906,1,0,,"5/6/1970: Unknown perpetrators firebombed the Selective Service Office in Oakland, California, United States.  There were no casualties but the building sustained $200 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office in Oakland California,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),200,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005060002,1970,5,6,,0,,217,United States,1,North America,Washington,Longview,46.143582,-122.925645,1,0,Inside of a fence at rear of facility,"5/6/1970: Unknown perpetrators detonated two bombs, probably consisting of dynamite, at the Longview National Guard Armory in Longview, Washington, United States.  There were no casualties and it is unknown whether the explosion caused any damage.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,Longview National Guard Armory,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,28,Dynamite/TNT,,,,,,,,,,,,,Two explosive charges suspected of being dynamite,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005060003,1970,5,6,,0,,217,United States,1,North America,Pennsylvania,Reading,40.336585,-75.927843,1,0,,"5/6/1970: Unknown perpetrators set off an incendiary device at the U.S. Army Reserve Center in Reading, Pennsylvania, United States.  There were no casualties and it is unknown whether the resulting fire caused any damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,U.S. Army Reserve Center,"U.S. Army Reserve Center, Reading Pennsylvania",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,20,Gasoline or Alcohol,,,,,,,,,,,,,Incendiary device,0,0,0,0,0,0,-9,4,Unknown,,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005060004,1970,5,6,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1,0,,"5/6/1970: Unknown perpetrators set off a firebomb at a Federal Government Building in Portland, Oregon, United States.  There were no casualties but the building sustained an estimated $1000 in damages.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Federal Government Building,"Federal Government Building, Portland Oregon",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the policies of the US government,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),1000,,0,,,,,,,0,,,,,,,,,This was one of many attacks against government targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005060005,1970,5,6,,0,,217,United States,1,North America,California,San Pedro,33.73787,-118.284664,1,0,,"5/6/1970: Two White males were arrested while they were attempting to firebomb vehicles at the San Pedro National Guard Armory in San Pedro, California, United States.  No firebombs were succesfully ignited.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,San Pedro National Guard Armory,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,2,2,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebombs,0,0,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.",,,Hewitt Project,-9,-9,0,-9,
197005060006,1970,5,6,,0,,217,United States,1,North America,Oregon,Portland,45.511795,-122.675629,1,0,,"5/6/1970: Unknown perpetrators threw a firebomb through the glass door of Oregon's Selective Service Headquarters in Portland, United States.  There were no casualties but the entryway and ceiling were damaged.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,"Selective Service Headquarters, Portland Oregon",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb consisting of a bottle that was presumably filled with gasoline,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Entryway and ceiling damaged,0,,,,,,,0,,,,,,,,,"In a sixth month period, the Oregon Selective Service Headquarters was firebombed three other times (197002010001, 197006030001, and 197008100001).","""Draft Office Bombed 4th Time,"" Washington Post, August 11, 1970.","""Draft Office Damaged,"" Eugene Register-Guard, May 6, 1970.","""Bomb Attack Fizzles,"" Eugene Register-Guard, May 7, 1970.",Hewitt Project,-9,-9,0,-9,
197005060007,1970,5,6,,0,,217,United States,1,North America,Massachusetts,Boston,42.301631,-71.067605,1,0,Dorchester,"5/6/1970: Unknown perpetrators set fire to a sacred Torah Scroll at Chevra Shas synagogue in Boston, Massachusetts, United States.  There were no casualties but the scroll was destroyed.  This is believed to be part of a campaign to scare Jews out of the Dorchester area.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,15,Religious Figures/Institutions,,,Synagogue in the Dorchester area of Boston,Chevra Shas synagogue,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To scare Jewish residents of the Dorchester out of the area,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Torah scroll destroyed,0,,,,,,,0,,,,,,,,,Three weeks later there was another fire set at Chevra Shas synagogue and two fires set at Agudath Israel synagogue (197005270002 and 197005270003).  A Catholic Church in Dorchester sustained two arson attacks during this same time period (197005000001 and197007000002).,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 4, 1970.",,,Hewitt Project,-9,-9,0,-9,
197005070002,1970,5,7,,0,,217,United States,1,North America,New York,New York City,40.697132,-73.931351,1,0,Manhattan,"5/7/1970: Unknown perpetrators set off a pipe bomb at a  social club in the ""Little Italy"" section of Manhattan, New York, United States.  There were no casualties and the building sustained only slight damages.",1,1,1,1,2,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,1,Business,11,Entertainment/Cultural/Stadium/Casino,Social Club in Manhattan New York,,217,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,31,Pipe Bomb,,,,,,,,,,,,,Eight-inch pipe bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Slight damages,0,,,,,,,0,,,,,,,,,The bomb exploded overnight after everyone left the club.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Bomb in Club in 'Little Italy' Slightly Damages Building,"" New York Times, May 8, 1970.",,Hewitt Project,-9,-9,0,-9,
197005080001,1970,5,8,,0,,217,United States,1,North America,Connecticut,New London,41.356445,-72.096469,1,0,,"5/8/1970: Unknown perpetrators threw four bombs into the National Guard Armory in New London, Connecticut, United States.  There were no casualties and the resulting fire caused minimal damage.",1,1,1,1,2,Other Crime Type,0,1,0,7,Facility/Infrastructure Attack,,,,,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,National Guard Armory,"National Guard Armory, New London Connecticut",217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest the National Guard and the US military,0,,,0,-99,-99,0,,,,,,,,,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Four firebombs thrown into armory,0,0,0,0,0,0,1,3,Minor (likely < $1 million),,Little damage caused,0,,,,,,,0,,,,,,,,,National Guardsmen in both New Hampshire and Vermont were deployed to protect their respective armories as a result of this incident.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","""Protesters' Ranks Grow,"" Baltimore Sun, May 9, 1970.","William Greider, ""Fire Hit Campuses; Rallies Calm,"" Washington Post, May 10, 1970.",Hewitt Project,-9,-9,0,-9,
197005090001,1970,5,9,,0,,217,United States,1,North America,New York,New York City,40.818985,-73.595724,1,0,Brooklyn,"5/9/1970: The Stop the War Coalition claimed credit for setting fire to the Humanities Building at the Brooklyn campus of Long Island University in New York, United States.  Twelve firefighters were injured fighting the blaze and the building sustained $100,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49,School/University/Educational Building,"Long Island University, Brooklyn campus","Humanities Building, Long Island University",217,United States,,,,,,,,,,,,,,,,,Stop the War Coalition,,,,,,To force Long Island University to close,1,,,0,-99,-99,1,1,Letter,,,,,,,,8,Incendiary,18,Arson/Fire,,,,,,,,,,,,,Arson,0,0,0,12,12,0,1,3,Minor (likely < $1 million),100000,Offices and records destroyed on two floors of the Humanities building,0,,,,,,,0,,,,,,,,,The Stop the War Coalition sent a letter to the president of Long Island University warning that there would be more attacks against the university unless the campus closed.  Twelve firemen were treated for smoke inhalation.  This was one of many attacks against military targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"William E. Farrell, ""Political Action By Youth Is Goal,"" New York Times, May 10, 1970.","William Greider, ""Fire Hit Campuses; Rallies Calm,"" Washington Post, May 10, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,0,0,0,0,
197005090002,1970,5,9,,0,,217,United States,1,North America,California,Los Angeles,34.097866,-118.407379,1,0,Hollywood,"5/9/1970: Unknown perpetrators detonated a bomb at a Selective Services office in Los Angeles, California, United States.  There were no casualties but the building sustained an estimated $10,000 in damages.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21,Government Building/Facility/Office,Selective Service,Selective Service office in Hollywood California,217,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,Protest and sabotage the draft,0,,,0,-99,-99,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,Time bomb,0,0,0,0,0,0,1,3,Minor (likely < $1 million),10000,,0,,,,,,,0,,,,,,,,,This was one of many attacks against government targets within the United States following the shooting of four Kent State students by the Ohio National Guard.,"Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",,Hewitt Project,-9,-9,0,-9,
197005090003,1970,5,9,,0,,217,United States,1,North America,California,Sacramento,38.551295,-121.471066,1,0,Oak Park,"5/9/1970: Sacramento Police Officer Bernard Bennett was shot and killed by a sniper, suspected of being a Black Militant, as the he was patrolling the Oak Park area of Sacramento, United States, with his partner Officer Lloyd Smothers.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25,Police Security Forces/Officers,Sacramento Police Department,Sacramento Police Officers,217,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To punish Sacramento Police officers for their treatment of African Americans,0,,,0,-99,-99,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,Sniper; a total of six bullets fired,1,1,0,0,0,0,0,,,,,0,,,,,,,0,,,,,,,,,"The bullet struck officer Bennett in the head.  This attack occurred during heightened tensions between the police and the African American community of Sacramento California.  The police originally charged seven people, with ties to various Black National organizations including the Black Panther Party, for the attack.  However,  the suspected perpetrators were acquitted of the crime during their trial due to lack of evidence.","Committee on Government Operations United States Senate, ""Riots, Civil, and Criminal Disorders,"" U.S. Government Printing Office, August 6, 1970.","David Colvin, ""Black Politics After the Civil Rights Movement: Activity and Beliefs in Sacramento, 1970-2000,"" McFarland & Company, Inc., 2009.","""Sacramento Policeman Shot,"" New York Times, May 11, 1970.",Hewitt Project,-9,-9,0,-9,
